Date,Russian_Federation_GDP_Growth
2004-01,0.06664650195120854
2004-02,0.06664650195120854
2004-03,0.06664650195120854
2004-04,0.0752094678777645
2004-05,0.0752094678777645
2004-06,0.0752094678777645
2004-07,0.07337355607965908
2004-08,0.07337355607965908
2004-09,0.07337355607965908
2004-10,0.06593498155562669
2004-11,0.06593498155562669
2004-12,0.06593498155562669
2005-01,0.06456869761557298
2005-02,0.06456869761557298
2005-03,0.06456869761557298
2005-04,0.060339877493333215
2005-05,0.060339877493333215
2005-06,0.060339877493333215
2005-07,0.06292683629815958
2005-08,0.06292683629815958
2005-09,0.06292683629815958
2005-10,0.07285694515845163
2005-11,0.07285694515845163
2005-12,0.07285694515845163
2006-01,0.07478152190598308
2006-02,0.07478152190598308
2006-03,0.07478152190598308
2006-04,0.07904591551909619
2006-05,0.07904591551909619
2006-06,0.07904591551909619
2006-07,0.08470743409564137
2006-08,0.08470743409564137
2006-09,0.08470743409564137
2006-10,0.08296872661792415
2006-11,0.08296872661792415
2006-12,0.08296872661792415
2007-01,0.08172613325684525
2007-02,0.08172613325684525
2007-03,0.08172613325684525
2007-04,0.08808004500034905
2007-05,0.08808004500034905
2007-06,0.08808004500034905
2007-07,0.08711191850690057
2007-08,0.08711191850690057
2007-09,0.08711191850690057
2007-10,0.10092326759221752
2007-11,0.10092326759221752
2007-12,0.10092326759221752
2008-01,0.11000110779208876
2008-02,0.11000110779208876
2008-03,0.11000110779208876
2008-04,0.08940647736663482
2008-05,0.08940647736663482
2008-06,0.08940647736663482
2008-07,0.05001309011845398
2008-08,0.05001309011845398
2008-09,0.05001309011845398
2008-10,-0.015576394358278099
2008-11,-0.015576394358278099
2008-12,-0.015576394358278099
2009-01,-0.07484284306298794
2009-02,-0.07484284306298794
2009-03,-0.07484284306298794
2009-04,-0.09397149185368173
2009-05,-0.09397149185368173
2009-06,-0.09397149185368173
2009-07,-0.07648639600986186
2009-08,-0.07648639600986186
2009-09,-0.07648639600986186
2009-10,-0.03511662549690034
2009-11,-0.03511662549690034
2009-12,-0.03511662549690034
2010-01,0.02154680914522861
2010-02,0.02154680914522861
2010-03,0.02154680914522861
2010-04,0.04651978650221125
2010-05,0.04651978650221125
2010-06,0.04651978650221125
2010-07,0.04769843302519127
2010-08,0.04769843302519127
2010-09,0.04769843302519127
2010-10,0.04951509545589599
2010-11,0.04951509545589599
2010-12,0.04951509545589599
2011-01,0.039411241668293316
2011-02,0.039411241668293316
2011-03,0.039411241668293316
2011-04,0.039386446002794895
2011-05,0.039386446002794895
2011-06,0.039386446002794895
2011-07,0.045877983281463225
2011-08,0.045877983281463225
2011-09,0.045877983281463225
2011-10,0.04536879691018085
2011-11,0.04536879691018085
2011-12,0.04536879691018085
2012-01,0.04965896081043866
2012-02,0.04965896081043866
2012-03,0.04965896081043866
2012-04,0.04382963551158579
2012-05,0.04382963551158579
2012-06,0.04382963551158579
2012-07,0.03727481069290955
2012-08,0.03727481069290955
2012-09,0.03727481069290955
2012-10,0.025587925011694903
2012-11,0.025587925011694903
2012-12,0.025587925011694903
2013-01,0.017210856764629603
2013-02,0.017210856764629603
2013-03,0.017210856764629603
2013-04,0.016739038481644455
2013-05,0.016739038481644455
2013-06,0.016739038481644455
2013-07,0.011928062694194459
2013-08,0.011928062694194459
2013-09,0.011928062694194459
2013-10,0.01708512191261046
2013-11,0.01708512191261046
2013-12,0.01708512191261046
2014-01,0.009532003641408254
2014-02,0.009532003641408254
2014-03,0.009532003641408254
2014-04,0.010951663116850698
2014-05,0.010951663116850698
2014-06,0.010951663116850698
2014-07,0.007327379496911382
2014-08,0.007327379496911382
2014-09,0.007327379496911382
2014-10,-0.0008116244012274094
2014-11,-0.0008116244012274094
2014-12,-0.0008116244012274094
2015-01,-0.01090179757232113
2015-02,-0.01090179757232113
2015-03,-0.01090179757232113
2015-04,-0.022235910887470546
2015-05,-0.022235910887470546
2015-06,-0.022235910887470546
2015-07,-0.017217267558040227
2015-08,-0.017217267558040227
2015-09,-0.017217267558040227
2015-10,-0.017438928471636334
2015-11,-0.017438928471636334
2015-12,-0.017438928471636334
2016-01,-0.005454759156957915
2016-02,-0.005454759156957915
2016-03,-0.005454759156957915
2016-04,0.0017908647771598912
2016-05,0.0017908647771598912
2016-06,0.0017908647771598912
2016-07,0.0008629006664595474
2016-08,0.0008629006664595474
2016-09,0.0008629006664595474
2016-10,0.011729235189906258
2016-11,0.011729235189906258
2016-12,0.011729235189906258
2017-01,0.011846648055214853
2017-02,0.011846648055214853
2017-03,0.011846648055214853
2017-04,0.018284668159432645
2017-05,0.018284668159432645
2017-06,0.018284668159432645
2017-07,0.024172250217283694
2017-08,0.024172250217283694
2017-09,0.024172250217283694
2017-10,0.016004156146080684
2017-11,0.016004156146080684
2017-12,0.016004156146080684
2018-01,0.027708769054430506
2018-02,0.027708769054430506
2018-03,0.027708769054430506
2018-04,0.026356291271803133
2018-05,0.026356291271803133
2018-06,0.026356291271803133
2018-07,0.02189000979903944
2018-08,0.02189000979903944
2018-09,0.02189000979903944
2018-10,0.028459098172791717
2018-11,0.028459098172791717
2018-12,0.028459098172791717
2019-01,0.014313068532244988
2019-02,0.014313068532244988
2019-03,0.014313068532244988
2019-04,0.031498780710786115
2019-05,0.031498780710786115
2019-06,0.031498780710786115
2019-07,0.018947630506976725
2019-08,0.018947630506976725
2019-09,0.018947630506976725
2019-10,0.00764658077822471
2019-11,0.00764658077822471
2019-12,0.00764658077822471
2020-01,0.006051418335900666
2020-02,0.006051418335900666
2020-03,0.006051418335900666
2020-04,-0.06032287295645888
2020-05,-0.06032287295645888
2020-06,-0.06032287295645888
2020-07,-0.024675761034796174
2020-08,-0.024675761034796174
2020-09,-0.024675761034796174
2020-10,-0.012994790311787465
2020-11,-0.012994790311787465
2020-12,-0.012994790311787465
2021-01,-0.004320611619212459
2021-02,-0.004320611619212459
2021-03,-0.004320611619212459
2021-04,0.07569583955385825
2021-05,0.07569583955385825
2021-06,0.07569583955385825
2021-07,0.03830445686345772
2021-08,0.03830445686345772
2021-09,0.03830445686345772
